pokedex_names,elementType,species,height,weight,gender,eggGroups,eggCycle,base_hp,base_attack,base_defense,base_spAtk,base_spDef,base_speed,min100_hp,min100_attack,min100_defense,min100_spAtk,min100_spDef,min100_speed,max100_hp,max100_attack,max100_defense,max100_spAtk,max100_spDef,max100_speed,type_normal,type_fire,type_water,type_electricity,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
palossand,Ghost			Ground,Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),"50% male, 50% female",Amorphous,"15				(3,599–3,855 steps)",85,75,110,100,75,35,280,139,202,184,139,67,374,273,350,328,273,185,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
pyukumuku,Water,Sea Cucumber Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),"50% male, 50% female",Water 1,"15				(3,599–3,855 steps)",55,60,130,30,130,5,220,112,238,58,238,13,314,240,394,174,394,119,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
type-null,Normal,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",95,95,95,95,95,59,300,175,175,175,175,110,394,317,317,317,317,238,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
silvally,Normal,Synthetic Pokémon,2.3 m (7′07″),100.5 kg (221.6 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",95,95,95,95,95,95,300,175,175,175,175,175,394,317,317,317,317,317,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
komala,Normal,Drowsing Pokémon,0.4 m (1′04″),19.9 kg (43.9 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",65,115,65,75,95,65,240,211,121,139,175,121,334,361,251,273,317,251,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
turtonator,Fire			Dragon,Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),"50% male, 50% female","Dragon, Monster","20				(4,884–5,140 steps)",60,78,135,91,85,36,230,144,247,168,157,69,324,280,405,309,295,188,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
togedemaru,Electric			Steel,Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),"50% male, 50% female","Fairy, Field","10				(2,314–2,570 steps)",65,98,63,40,73,96,240,180,117,76,135,177,334,324,247,196,269,320,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
mimikyu,Ghost			Fairy,Disguise Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",55,90,80,50,105,96,220,166,148,94,193,177,314,306,284,218,339,320,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
bruxish,Water			Psychic,Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),"50% male, 50% female",Water 2,"15				(3,599–3,855 steps)",68,105,70,70,70,92,246,193,130,130,130,170,340,339,262,262,262,311,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
drampa,Normal			Dragon,Placid Pokémon,3.0 m (9′10″),185.0 kg (407.9 lbs),"50% male, 50% female","Dragon, Monster","20				(4,884–5,140 steps)",78,60,85,135,91,36,266,112,157,247,168,69,360,240,295,405,309,188,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
dhelmise,Ghost			Grass,Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs),Genderless,Mineral,"25				(6,169–6,425 steps)",70,131,100,86,90,40,250,240,184,159,166,76,344,397,328,298,306,196,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
jangmo-o,Dragon,Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",45,55,65,45,45,45,200,103,121,85,85,85,294,229,251,207,207,207,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
hakamo-o,Dragon			Fighting,Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",55,75,90,65,70,65,220,139,166,121,130,121,314,273,306,251,262,251,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
kommo-o,Dragon			Fighting,Scaly Pokémon,1.6 m (5′03″),78.2 kg (172.4 lbs),"50% male, 50% female",Dragon,"40				(10,024–10,280 steps)",75,110,125,100,105,85,260,202,229,184,193,157,354,350,383,328,339,295,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
tapu-koko,Electric			Fairy,Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),Genderless,Undiscovered,"15				(3,599–3,855 steps)",70,115,85,95,75,130,250,211,157,175,139,238,344,361,295,317,273,394,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
tapu-lele,Psychic			Fairy,Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),Genderless,Undiscovered,"15				(3,599–3,855 steps)",70,85,75,130,115,95,250,157,139,238,211,175,344,295,273,394,361,317,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
tapu-bulu,Grass			Fairy,Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),Genderless,Undiscovered,"15				(3,599–3,855 steps)",70,130,115,85,95,75,250,238,211,157,175,139,344,394,361,295,317,273,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
tapu-fini,Water			Fairy,Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),Genderless,Undiscovered,"15				(3,599–3,855 steps)",70,75,115,95,130,85,250,139,211,175,238,157,344,273,361,317,394,295,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
cosmog,Psychic,Nebula Pokémon,0.2 m (0′08″),0.1 kg (0.2 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",43,29,31,29,31,37,196,56,60,56,60,71,290,172,177,172,177,190,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
cosmoem,Psychic,Protostar Pokémon,0.1 m (0′04″),999.9 kg (2204.4 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",43,29,131,29,131,37,196,56,240,56,240,71,290,172,397,172,397,190,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
solgaleo,Psychic			Steel,Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",137,137,107,113,89,97,384,251,197,207,164,179,478,410,344,357,304,322,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
lunala,Psychic			Ghost,Moone Pokémon,4.0 m (13′01″),120.0 kg (264.6 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",137,113,89,137,107,97,384,207,164,251,197,179,478,357,304,410,344,322,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
nihilego,Rock			Poison,Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",109,53,47,127,131,103,328,99,89,233,240,189,422,225,212,388,397,335,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
buzzwole,Bug			Fighting,Swollen Pokémon,2.4 m (7′10″),333.6 kg (735.5 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",107,139,139,53,53,79,324,254,254,99,99,146,418,414,414,225,225,282,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
pheromosa,Bug			Fighting,Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",71,137,37,137,37,151,252,251,71,251,71,276,346,410,190,410,190,441,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
xurkitree,Electric,Glowing Pokémon,3.8 m (12′06″),100.0 kg (220.5 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",83,89,71,173,71,83,276,164,132,315,132,153,370,304,265,489,265,291,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
celesteela,Steel			Flying,Launch Pokémon,9.2 m (30′02″),999.9 kg (2204.4 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",97,101,103,107,101,61,304,186,189,197,186,114,398,331,335,344,331,243,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
kartana,Grass			Steel,Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",59,181,131,59,31,109,228,330,240,110,60,200,322,507,397,238,177,348,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
guzzlord,Dark			Dragon,Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",223,101,53,97,53,43,556,186,99,179,99,81,650,331,225,322,225,203,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
necrozma,Psychic,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",97,107,101,127,89,79,304,197,186,233,164,146,398,344,331,388,304,282,1,1,1,1,1,1,0.5,1,1,1,0.5,NA,1,NA,1,NA,1,1
magearna,Steel			Fairy,Artificial Pokémon,1.0 m (3′03″),80.5 kg (177.5 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",80,95,115,130,115,65,270,175,211,238,211,121,364,317,361,394,361,251,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
marshadow,Fighting			Ghost,Gloomdweller Pokémon,0.7 m (2′04″),22.2 kg (48.9 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",90,125,80,90,90,125,290,229,148,166,166,229,384,383,284,306,306,383,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
poipole,Poison,Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",67,73,67,73,67,73,244,135,125,135,125,135,338,269,256,269,256,269,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
naganadel,Poison			Dragon,Poison Pin Pokémon,3.6 m (11′10″),150.0 kg (330.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",73,73,73,127,73,121,256,135,135,233,135,222,350,269,269,388,269,375,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
stakataka,Rock			Steel,Rampart Pokémon,5.5 m (18′01″),820.0 kg (1807.8 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",61,131,211,53,101,13,232,240,384,99,186,27,326,397,573,225,331,137,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
blacephalon,Fire			Ghost,Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",53,127,53,151,79,107,216,233,99,276,146,197,310,388,225,441,282,344,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
zeraora,Electric,Thunderclap Pokémon,1.5 m (4′11″),44.5 kg (98.1 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",88,112,75,102,80,143,286,206,139,188,148,261,380,355,273,333,284,423,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
meltan,Steel,Hex Nut Pokémon,0.2 m (0′08″),8.0 kg (17.6 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",46,65,65,55,35,34,202,121,121,103,67,65,296,251,251,229,185,183,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
melmetal,Steel,Hex Nut Pokémon,2.5 m (8′02″),800.0 kg (1763.7 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",135,143,143,80,65,34,380,261,261,148,121,65,474,423,423,284,251,183,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
grookey,Grass,Chimp Pokémon,0.3 m (1′00″),5.0 kg (11.0 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",50,65,50,40,40,65,210,121,94,76,76,121,304,251,218,196,196,251,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
thwackey,Grass,Beat Pokémon,0.7 m (2′04″),14.0 kg (30.9 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",70,85,70,55,60,80,250,157,130,103,112,148,344,295,262,229,240,284,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
rillaboom,Grass,Drummer Pokémon,2.1 m (6′11″),90.0 kg (198.4 lbs),"87.5% male, 12.5% female","Field, Grass","20				(4,884–5,140 steps)",100,125,90,60,70,85,310,229,166,112,130,157,404,383,306,240,262,295,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
scorbunny,Fire,Rabbit Pokémon,0.3 m (1′00″),4.5 kg (9.9 lbs),"87.5% male, 12.5% female","Field, Human-Like","20				(4,884–5,140 steps)",50,71,40,40,40,69,210,132,76,76,76,128,304,265,196,196,196,260,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
raboot,Fire,Rabbit Pokémon,0.6 m (2′00″),9.0 kg (19.8 lbs),"87.5% male, 12.5% female","Field, Human-Like","20				(4,884–5,140 steps)",65,86,60,55,60,94,240,159,112,103,112,173,334,298,240,229,240,315,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
cinderace,Fire,Striker Pokémon,1.4 m (4′07″),33.0 kg (72.8 lbs),"87.5% male, 12.5% female","Field, Human-Like","20				(4,884–5,140 steps)",80,116,75,65,75,119,270,213,139,121,139,218,364,364,273,251,273,370,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
sobble,Water,Water Lizard Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"87.5% male, 12.5% female","Field, Water 1","20				(4,884–5,140 steps)",50,40,40,70,40,70,210,76,76,130,76,130,304,196,196,262,196,262,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
drizzile,Water,Water lizard Pokémon,0.7 m (2′04″),11.5 kg (25.4 lbs),"87.5% male, 12.5% female","Field, Water 1","20				(4,884–5,140 steps)",65,60,55,95,55,90,240,112,103,175,103,166,334,240,229,317,229,306,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
inteleon,Water,Secret Agent Pokémon,1.9 m (6′03″),45.2 kg (99.6 lbs),"87.5% male, 12.5% female","Field, Water 1","20				(4,884–5,140 steps)",70,85,65,125,65,120,250,157,121,229,121,220,344,295,251,383,251,372,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
skwovet,Normal,Cheeky Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",70,55,55,35,35,25,250,103,103,67,67,49,344,229,229,185,185,163,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
greedent,Normal,Greedy Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",120,95,95,55,75,20,350,175,175,103,139,40,444,317,317,229,273,152,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
rookidee,Flying,Tiny Bird Pokémon,0.2 m (0′08″),1.8 kg (4.0 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",38,47,35,33,35,57,186,89,67,63,67,107,280,212,185,181,185,234,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
corvisquire,Flying,Raven Pokémon,0.8 m (2′07″),16.0 kg (35.3 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",68,67,55,43,55,77,246,125,103,81,103,143,340,256,229,203,229,278,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
corviknight,Flying			Steel,Raven Pokémon,2.2 m (7′03″),75.0 kg (165.3 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",98,87,105,53,85,67,306,161,193,99,157,125,400,300,339,225,295,256,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
blipbug,Bug,Larva Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",25,20,20,25,45,45,160,40,40,49,85,85,254,152,152,163,207,207,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
dottler,Bug			Psychic,Radome Pokémon,0.4 m (1′04″),19.5 kg (43.0 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",50,35,80,50,90,30,210,67,148,94,166,58,304,185,284,218,306,174,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
orbeetle,Bug			Psychic,Seven Spot Pokémon,0.4 m (1′04″),40.8 kg (89.9 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",60,45,110,80,120,90,230,85,202,148,220,166,324,207,350,284,372,306,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
nickit,Dark,Fox Pokémon,0.6 m (2′00″),8.9 kg (19.6 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",40,28,28,47,52,50,190,54,54,89,98,94,284,170,170,212,223,218,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
thievul,Dark,Fox Pokémon,1.2 m (3′11″),19.9 kg (43.9 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",70,58,58,87,92,90,250,108,108,161,170,166,344,236,236,300,311,306,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
gossifleur,Grass,Flowering Pokémon,0.4 m (1′04″),2.2 kg (4.9 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",40,40,60,40,60,10,190,76,112,76,112,22,284,196,240,196,240,130,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
eldegoss,Grass,Cotton Bloom Pokémon,0.5 m (1′08″),2.5 kg (5.5 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",60,50,90,80,120,60,230,94,166,148,220,112,324,218,306,284,372,240,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
wooloo,Normal,Sheep Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",42,40,55,40,45,48,194,76,103,76,85,90,288,196,229,196,207,214,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
dubwool,Normal,Sheep Pokémon,1.3 m (4′03″),43.0 kg (94.8 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",72,80,100,60,90,88,254,148,184,112,166,162,348,284,328,240,306,302,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
chewtle,Water,Snapping Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),"50% male, 50% female","Monster, Water 1","20				(4,884–5,140 steps)",50,64,50,38,38,44,210,119,94,72,72,83,304,249,218,192,192,205,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
drednaw,Water			Rock,Bite Pokémon,1.0 m (3′03″),115.5 kg (254.6 lbs),"50% male, 50% female","Monster, Water 1","20				(4,884–5,140 steps)",90,115,90,48,68,74,290,211,166,90,126,137,384,361,306,214,258,271,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
yamper,Electric,Puppy Pokémon,0.3 m (1′00″),13.5 kg (29.8 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",59,45,50,40,50,26,228,85,94,76,94,51,322,207,218,196,218,166,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
boltund,Electric,Dog Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),"50% male, 50% female",Field,"20				(4,884–5,140 steps)",69,90,60,90,60,121,248,166,112,166,112,222,342,306,240,306,240,375,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
rolycoly,Rock,Coal Pokémon,0.3 m (1′00″),12.0 kg (26.5 lbs),"50% male, 50% female",Mineral,"15				(3,599–3,855 steps)",30,40,50,40,50,30,170,76,94,76,94,58,264,196,218,196,218,174,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
carkol,Rock			Fire,Coal Pokémon,1.1 m (3′07″),78.0 kg (172.0 lbs),"50% male, 50% female",Mineral,"15				(3,599–3,855 steps)",80,60,90,60,70,50,270,112,166,112,130,94,364,240,306,240,262,218,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
coalossal,Rock			Fire,Coal Pokémon,2.8 m (9′02″),310.5 kg (684.5 lbs),"50% male, 50% female",Mineral,"15				(3,599–3,855 steps)",110,80,120,80,90,30,330,148,220,148,166,58,424,284,372,284,306,174,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
applin,Grass			Dragon,Apple Core Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),"50% male, 50% female","Dragon, Grass","20				(4,884–5,140 steps)",40,40,80,40,40,20,190,76,148,76,76,40,284,196,284,196,196,152,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
flapple,Grass			Dragon,Apple Wing Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"50% male, 50% female","Dragon, Grass","20				(4,884–5,140 steps)",70,110,80,95,60,70,250,202,148,175,112,130,344,350,284,317,240,262,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
appletun,Grass			Dragon,Apple Nectar Pokémon,0.4 m (1′04″),13.0 kg (28.7 lbs),"50% male, 50% female","Dragon, Grass","20				(4,884–5,140 steps)",110,85,80,100,80,30,330,157,148,184,148,58,424,295,284,328,284,174,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
silicobra,Ground,Sand Snake Pokémon,2.2 m (7′03″),7.6 kg (16.8 lbs),"50% male, 50% female","Dragon, Field","20				(4,884–5,140 steps)",52,57,75,35,50,46,214,107,139,67,94,87,308,234,273,185,218,210,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
sandaconda,Ground,Sand Snake Pokémon,3.8 m (12′06″),65.5 kg (144.4 lbs),"50% male, 50% female","Dragon, Field","20				(4,884–5,140 steps)",72,107,125,65,70,71,254,197,229,121,130,132,348,344,383,251,262,265,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
cramorant,Flying			Water,Gulp Pokémon,0.8 m (2′07″),18.0 kg (39.7 lbs),"50% male, 50% female","Flying, Water 1","20				(4,884–5,140 steps)",70,85,55,85,95,85,250,157,103,157,175,157,344,295,229,295,317,295,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
arrokuda,Water,Rush Pokémon,0.5 m (1′08″),1.0 kg (2.2 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",41,63,40,40,30,66,192,117,76,76,58,123,286,247,196,196,174,254,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
barraskewda,Water,Skewer Pokémon,1.3 m (4′03″),30.0 kg (66.1 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",61,123,60,60,50,136,232,225,112,112,94,249,326,379,240,240,218,408,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
toxel,Electric			Poison,Baby Pokémon,0.4 m (1′04″),11.0 kg (24.3 lbs),"50% male, 50% female",Undiscovered,"25				(6,169–6,425 steps)",40,38,35,54,35,40,190,72,67,101,67,76,284,192,185,227,185,196,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
sizzlipede,Fire			Bug,Radiator Pokémon,0.7 m (2′04″),1.0 kg (2.2 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",50,65,45,50,50,45,210,121,85,94,94,85,304,251,207,218,218,207,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
centiskorch,Fire			Bug,Radiator Pokémon,3.0 m (9′10″),120.0 kg (264.6 lbs),"50% male, 50% female",Bug,"20				(4,884–5,140 steps)",100,115,65,90,90,65,310,211,121,166,166,121,404,361,251,306,306,251,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
clobbopus,Fighting,Tantrum Pokémon,0.6 m (2′00″),4.0 kg (8.8 lbs),"50% male, 50% female","Human-Like, Water 1","25				(6,169–6,425 steps)",50,68,60,50,50,32,210,126,112,94,94,62,304,258,240,218,218,179,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
grapploct,Fighting,Tantrum Pokémon,1.6 m (5′03″),39.0 kg (86.0 lbs),"50% male, 50% female","Human-Like, Water 1","25				(6,169–6,425 steps)",80,118,90,70,80,42,270,216,166,130,148,80,364,368,306,262,284,201,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
sinistea,Ghost,Black Tea Pokémon,0.1 m (0′04″),0.2 kg (0.4 lbs),Genderless,"Amorphous, Mineral","20				(4,884–5,140 steps)",40,45,45,74,54,50,190,85,85,137,101,94,284,207,207,271,227,218,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
polteageist,Ghost,Black Tea Pokémon,0.2 m (0′08″),0.4 kg (0.9 lbs),Genderless,"Amorphous, Mineral","20				(4,884–5,140 steps)",60,65,65,134,114,70,230,121,121,245,209,130,324,251,251,403,359,262,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
hatenna,Psychic,Calm Pokémon,0.4 m (1′04″),3.4 kg (7.5 lbs),"0% male, 100% female",Fairy,"20				(4,884–5,140 steps)",42,30,45,56,53,39,194,58,85,105,99,74,288,174,207,232,225,194,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
hattrem,Psychic,Serene Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),"0% male, 100% female",Fairy,"20				(4,884–5,140 steps)",57,40,65,86,73,49,224,76,121,159,135,92,318,196,251,298,269,216,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
